gene,synonyms,bnumber,strand,start,end
thrL,b0001;ECK0001;JW4367,b0001,True,189,255
gudX,b2788;ECK2782;JW2759,b2788,True,2429940,2431281
gudP,b2789;ECK2783;JW2760,b2789,True,2431282,2432635
yqcA,b2790;ECK2784;JW2761,b2790,True,2433069,2433519
yqcB,b2791;ECK2785;JW2762,b2791,True,2433536,2434319
yqcC,b2792;ECK2786;JW2763,b2792,True,2434318,2434648
csrB,b4408;ECK2787;JWR0062,b4408,True,2434690,2435050
syd,b2793;ECK2788;JW2764,b2793,True,2435269,2435815
yqcD,b2794;ECK2789;JW2765,b2794,True,2435882,2436731
ygdH,b2795;ECK2790;JW2766,b2795,True,2436842,2438207
sdaC,b2796;ECK2791;JW2767,b2796,True,2438763,2440053
sdaB,b2797;ECK2792;JW2768,b2797,True,2440110,2441478
ygdG,b2798;ECK2793;JW5446,b2798,True,2441499,2442345
fucO,b2799;ECK2794;JW2770,b2799,True,2442399,2443551
fucA,b2800;ECK2795;JW2771,b2800,True,2443575,2444223
fucP,b2801;ECK2796;JW2772,b2801,True,2444769,2446086
fucI,b2802;ECK2797;JW2773,b2802,True,2446118,2447894
fucK,b2803;ECK2798;JW2774,b2803,True,2447972,2449421
fucU,b2804;ECK2799;JW2775,b2804,True,2449422,2449845
fucR,b2805;ECK2800;JW2776,b2805,True,2449902,2450634
ygdE,b2806;ECK2801;JW2777,b2806,True,2450677,2451778
ygdD,b2807;ECK2802;JW2778,b2807,True,2451770,2452166
gcvA,b2808;ECK2803;JW2779,b2808,True,2452184,2453102
gcvB,b4443;ECK2804;JWR0247,b4443,True,2453230,2453435
ygdI,b2809;ECK2805;JW5448,b2809,True,2453452,2453680
csdA,b2810;ECK2806;JW2781,b2810,True,2453871,2455077
ygdK,b2811;ECK2807;JW2782,b2811,True,2455076,2455520
ygdL,b2812;ECK2808;JW2783,b2812,True,2455570,2456377
mltA,b2813;ECK2809;JW2784,b2813,True,2456615,2457713
metZ,b2814;ECK2810;JWR0206,b2814,True,2457921,2457998
metW,b2815;ECK2811;JWR0207,b2815,True,2458031,2458108
metV,b2816;ECK2812;JWR0208,b2816,True,2458141,2458218
amiC,b2817;ECK2813;JW5449,b2817,True,2458291,2459545
argA,b2818;ECK2814;JW2786,b2818,True,2459776,2461108
recD,b2819;ECK2815;JW2787,b2819,True,2461169,2462996
recB,b2820;ECK2816;JW2788,b2820,True,2462995,2466538
ptr,b2821;ECK2817;JW2789,b2821,True,2466530,2469419
recC,b2822;ECK2818;JW2790,b2822,True,2469594,2472963
ppdC,b2823;ECK2819;JW2791,b2823,True,2472975,2473299
ygdB,b2824;ECK2820;JW5450,b2824,True,2473283,2473691
ppdB,b2825;ECK2821;JW5451,b2825,True,2473687,2474251
ppdA,b2826;ECK2822;JW2794,b2826,True,2474241,2474712
thyA,b2827;ECK2823;JW2795,b2827,True,2474895,2475690
lgt,b2828;ECK2824;JW2796,b2828,True,2475696,2476572
ptsP,b2829;ECK2825;JW2797,b2829,True,2476722,2478969
nudH,b2830;ECK2826;JW2798,b2830,True,2478981,2479512
mutH,b2831;ECK2827;JW2799,b2831,True,2480196,2480886
ygdQ,b2832;ECK2828;JW2800,b2832,True,2480954,2481668
ygdR,b2833;ECK2829;JW2801,b2833,True,2481805,2482024
tas,b2834;ECK2830;JW2802,b2834,True,2482131,2483172
ygeD,b2835;ECK2831;JW2803,b2835,True,2483203,2484397
aas,b2836;ECK2832;JW2804,b2836,True,2484389,2486549
rygA,b4444;ECK2833;JWR0248,b4444,True,2486636,2486724
rygB,b4445;ECK2834;JWR0249,b4445,True,2486844,2486920
galR,b2837;ECK2835;JW2805,b2837,True,2487133,2488165
lysA,b2838;ECK2836;JW2806,b2838,True,2488171,2489434
lysR,b2839;ECK2837;JW2807,b2839,True,2489555,2490491
ygeA,b2840;ECK2838;JW2808,b2840,True,2490477,2491170
araE,b2841;ECK2839;JW2809,b2841,True,2491298,2492717
kduD,b2842;ECK2840;JW2810,b2842,True,2493031,2493793
kduI,b2843;ECK2841;JW2811,b2843,True,2493822,2494659
yqeF,b2844;ECK2842;JW5453,b2844,True,2494945,2496127
yqeG,b2845;ECK2843;JW2813,b2845,True,2496381,2497611
yqeH,b2846;ECK2844;JW5454,b2846,True,2498070,2498703
yqeI,b2847;ECK2845;JW2815,b2847,True,2499036,2499846
yqeJ,b2848;ECK2846;JW5455,b2848,True,2499838,2500321
yqeK,b2849;ECK2847;JW2817,b2849,True,2500469,2500895
ygeF,b2850;ECK2848;JW2818,b2850,True,2501088,2501535
ygeG,b2851;ECK2849;JW2819,b2851,True,2501802,2502294
ygeH,b2852;ECK2850;JW2820,b2852,True,2502628,2504005
ygeI,b2853;ECK2851;JW5456,b2853,True,2504172,2504391
pbl,b2854;ECK2852;JW5457,b2854,True,2504575,2504950
ygeK,b2855;ECK2853;JW5458,b2855,True,2504994,2505438
glyU,b2864;ECK2860;JWR0066,b2864,True,2505641,2505715
ygeR,b2865;ECK2861;JW2833,b2865,True,2505793,2506549
xdhA,b2866;ECK2862;JW5462,b2866,True,2507002,2509261
xdhB,b2867;ECK2863;JW2835,b2867,True,2509271,2510150
xdhC,b2868;ECK2864;JW2836,b2868,True,2510146,2510626
ygeV,b2869;ECK2865;JW2837,b2869,True,2510665,2512444
ygeW,b2870;ECK2866;JW5463,b2870,True,2512919,2514110
ygeX,b2871;ECK2867;JW2839,b2871,True,2514167,2515364
ygeY,b2872;ECK2868;JW2840,b2872,True,2515421,2516633
hyuA,b2873;ECK2869;JW2841,b2873,True,2516685,2518071
yqeA,b2874;ECK2870;JW2842,b2874,True,2518118,2519051
yqeB,b2875;ECK2871;JW2843,b2875,True,2519271,2520897
yqeC,b2876;ECK2872;JW5464,b2876,True,2520944,2521715
ygfJ,b2877;ECK2873;JW2845,b2877,True,2521817,2522396
ygfK,b2878;ECK2874;JW5923,b2878,True,2522717,2525816
ssnA,b2879;ECK2875;JW2847,b2879,True,2525818,2527147
ygfM,b2880;ECK2876;JW2848,b2880,True,2527197,2527977
xdhD,b2881;ECK2877;JW2849,b2881,True,2527973,2530844
ygfO,b2882;ECK2878;JW2850,b2882,True,2531008,2532409
guaD,b2883;ECK2879;JW5466,b2883,True,2532423,2533743
ygfQ,b4464;ECK2880;JW5467,b4464,True,2533778,2535146
ygfS,b2886;ECK2881;JW5468,b2886,True,2535181,2535670
ygfT,b2887;ECK2882;JW5469,b2887,True,2535669,2537589
ygfU,b2888;ECK2883;JW5470,b2888,True,2538024,2539473
idi,b2889;ECK2884;JW2857,b2889,True,2539722,2540271
lysS,b2890;ECK2885;JW2858,b2890,True,2540314,2541832
prfB,b2891;ECK2886;JW5847,b2891,True,2541841,2542940
recJ,b2892;ECK2887;JW2860,b2892,True,2543030,2544764
dsbC,b2893;ECK2888;JW2861,b2893,True,2544769,2545480
xerD,b2894;ECK2889;JW2862,b2894,True,2545504,2546401
fldB,b2895;ECK2890;JW2863,b2895,True,2546512,2547034
ygfX,b2896;ECK2891;JW2864,b2896,True,2547073,2547481
ygfY,b2897;ECK2892;JW2865,b2897,True,2547461,2547728
ygfZ,b2898;ECK2893;JW2866,b2898,True,2547970,2548951
yqfA,b2899;ECK2894;JW2867,b2899,True,2549146,2549806
yqfB,b2900;ECK2895;JW2868,b2900,True,2549969,2550281
bglA,b2901;ECK2896;JW2869,b2901,True,2550319,2551759
ygfF,b2902;ECK2897;JW2870,b2902,True,2551815,2552559
gcvP,b2903;ECK2898;JW2871,b2903,True,2552825,2555699
gcvH,b2904;ECK2899;JW2872,b2904,True,2555817,2556207
gcvT,b2905;ECK2900;JW2873,b2905,True,2556230,2557325
visC,b2906;ECK2901;JW2874,b2906,True,2557772,2558975
ubiH,b2907;ECK2902;JW2875,b2907,True,2558997,2560176
pepP,b2908;ECK2903;JW2876,b2908,True,2560172,2561498
ygfB,b2909;ECK2904;JW5473,b2909,True,2561523,2562102
zapA,b2910;ECK2905;JW2878,b2910,True,2562269,2562599
ssrS,b2911;ECK2906;JWR0067,b2911,True,2562640,2562823
ygfA,b2912;ECK2907;JW2879,b2912,True,2562898,2563447
rygC,b4446;ECK2908;JWR0250,b4446,True,2563472,2563623
serA,b2913;ECK2909;JW2880,b2913,True,2563835,2565068
rpiA,b2914;ECK2910;JW5475,b2914,True,2565323,2565983
yqfE,b2915;ECK2911;JW2882,b2915,True,2566038,2566269
argP,b2916;ECK2912;JW2883,b2916,True,2566410,2567304
yliK,b2917;ECK2913;JW2884,b2917,True,2567507,2569652
argK,b2918;ECK2914;JW2885,b2918,True,2569644,2570640
ygfG,b2919;ECK2915;JW2886,b2919,True,2570650,2571436
ygfH,b2920;ECK2916;JW2887,b2920,True,2571459,2572938
ygfI,b2921;ECK2917;JW5476,b2921,True,2572934,2573831
yggE,b2922;ECK2918;JW2889,b2922,True,2573997,2574738
argO,b2923;ECK2919;JW2890,b2923,True,2574830,2575466
mscS,b2924;ECK2920;JW2891,b2924,True,2575604,2576465
fbaA,b2925;ECK2921;JW2892,b2925,True,2576822,2577902
pgk,b2926;ECK2922;JW2893,b2926,True,2578116,2579280
epd,b2927;ECK2923;JW2894,b2927,True,2579329,2580349
yggC,b2928;ECK2924;JW2895,b2928,True,2580633,2581347
yggD,b2929;ECK2925;JW2896,b2929,True,2581343,2581853
yggF,b2930;ECK2926;JW2897,b2930,True,2581874,2582840
yggP,b4465;ECK2927;JW5477,b4465,True,2582836,2584114
cmtA,b2933;ECK2928;JW2900,b2933,True,2584128,2585517
cmtB,b2934;ECK2929;JW2901,b2934,True,2585544,2585988
tktA,b2935;ECK2930;JW5478,b2935,True,2586301,2588293
yggG,b2936;ECK2931;JW2903,b2936,True,2588570,2589329
speB,b2937;ECK2932;JW2904,b2937,True,2589534,2590455
speA,b2938;ECK2933;JW2905,b2938,True,2590592,2592569
yqgB,b2939;ECK2934;JW2906,b2939,True,2592577,2592724
yqgC,b2940;ECK2935;JW2907,b2940,True,2592844,2593060
yqgD,b2941;ECK2936;JW2908,b2941,True,2593056,2593308
metK,b2942;ECK2937;JW2909,b2942,True,2593363,2594518
galP,b2943;ECK2938;JW2910,b2943,True,2594941,2596336
sprT,b2944;ECK2939;JW2911,b2944,True,2596412,2596910
yggJ,b2946;ECK2941;JW2913,b2946,True,2597082,2597814
gshB,b2947;ECK2942;JW2914,b2947,True,2597826,2598777
yqgE,b2948;ECK2943;JW2915,b2948,True,2598885,2599449
yqgF,b2949;ECK2944;JW2916,b2949,True,2599448,2599865
yggR,b2950;ECK2945;JW2917,b2950,True,2600048,2601029
yggS,b2951;ECK2946;JW2918,b2951,True,2601046,2601751
yggT,b2952;ECK2947;JW2919,b2952,True,2601768,2602335
yggU,b2953;ECK2948;JW5479,b2953,True,2602331,2602622
yggV,b2954;ECK2949;JW2921,b2954,True,2602629,2603223
yggW,b2955;ECK2950;JW2922,b2955,True,2603215,2604352
yggM,b2956;ECK2951;JW2923,b2956,True,2604506,2605514
ansB,b2957;ECK2952;JW2924,b2957,True,2605630,2606677
yggN,b2958;ECK2953;JW2925,b2958,True,2606852,2607572
yggL,b2959;ECK2954;JW2926,b2959,True,2607755,2608082
yggH,b2960;ECK2955;JW2927,b2960,True,2608081,2608801
mutY,b2961;ECK2956;JW2928,b2961,True,2608961,2610014
yggX,b2962;ECK2957;JW2929,b2962,True,2610041,2610317
mltC,b2963;ECK2958;JW5481,b2963,True,2610381,2611461
nupG,b2964;ECK2959;JW2932,b2964,True,2611662,2612919
speC,b2965;ECK2960;JW5482,b2965,True,2612968,2615104
yqgA,b2966;ECK2961;JW2934,b2966,True,2615501,2616209
pheV,b2967;ECK2962;JWR0068,b2967,True,2616314,2616390
gss,b2988;ECK2982;JW2956,b2988,True,2616911,2618771
yghU,b2989;ECK2983;JW5492,b2989,True,2618975,2619842
hybG,b2990;ECK2984;JW2958,b2990,True,2619964,2620213
hybF,b2991;ECK2985;JW5493,b2991,True,2620225,2620567
hybE,b2992;ECK2986;JW2960,b2992,True,2620559,2621048
hybD,b2993;ECK2987;JW2961,b2993,True,2621040,2621535
hybC,b2994;ECK2988;JW2962,b2994,True,2621534,2623238
hybB,b2995;ECK2989;JW5494,b2995,True,2623234,2624413
hybA,b2996;ECK2990;JW2964,b2996,True,2624402,2625389
hybO,b2997;ECK2991;JW2965,b2997,True,2625391,2626510
yghW,b2998;ECK2992;JW2966,b2998,True,2626698,2626986
yghX,b2999;ECK2993;JW5926,b2999,True,2627104,2627515
yghY,b3000;ECK2994;JW5496,b3000,True,2627514,2627868
yghZ,b3001;ECK2995;JW2970,b3001,True,2628145,2629186
yqhA,b3002;ECK2996;JW2971,b3002,True,2629225,2629720
yghA,b3003;ECK2997;JW2972,b3003,True,2629910,2630795
exbD,b3005;ECK2998;JW2973,b3005,True,2631066,2631492
exbB,b3006;ECK2999;JW2974,b3006,True,2631498,2632233
metC,b3008;ECK3000;JW2975,b3008,True,2632484,2633672
yghB,b3009;ECK3001;JW2976,b3009,True,2633811,2634471
yqhC,b3010;ECK3002;JW5849,b3010,True,2634510,2635467
yqhD,b3011;ECK3003;JW2978,b3011,True,2635603,2636767
dkgA,b3012;ECK3004;JW5499,b3012,True,2636871,2637699
yqhG,b3013;ECK3005;JW5500,b3013,True,2637898,2638825
yqhH,b3014;ECK3006;JW2982,b3014,True,2638875,2639133
ygiQ,b4469;ECK3007;JW5501,b4469,True,2639175,2641395
sufI,b3017;ECK3008;JW2985,b3017,True,2641505,2642918
plsC,b3018;ECK3009;JW2986,b3018,True,2642992,2643730
parC,b3019;ECK3010;JW2987,b3019,True,2643963,2646222
ygiS,b3020;ECK3011;JW2988,b3020,True,2646359,2647967
ygiT,b3021;ECK3012;JW2989,b3021,True,2648099,2648495
ygiU,b3022;ECK3013;JW2990,b3022,True,2648496,2648793
ygiV,b3023;ECK3014;JW5502,b3023,True,2648997,2649480
ygiW,b3024;ECK3015;JW2992,b3024,True,2649532,2649925
qseB,b3025;ECK3016;JW2993,b3025,True,2650076,2650736
qseC,b3026;ECK3017;JW2994,b3026,True,2650732,2652082
ygiZ,b3027;ECK3018;JW2995,b3027,True,2652127,2652460
mdaB,b3028;ECK3019;JW2996,b3028,True,2652778,2653360
ygiN,b3029;ECK3020;JW2997,b3029,True,2653390,2653705
parE,b3030;ECK3021;JW2998,b3030,True,2653752,2655645
yqiA,b3031;ECK3022;JW2999,b3031,True,2655673,2656255
cpdA,b3032;ECK3023;JW3000,b3032,True,2656254,2657082
yqiB,b3033;ECK3024;JW3001,b3033,True,2657106,2657529
nudF,b3034;ECK3025;JW3002,b3034,True,2657529,2658159
tolC,b3035;ECK3026;JW5503,b3035,True,2658363,2659845
ygiA,b3036;ECK3027;JW5889,b3036,True,2659844,2660105
ygiB,b3037;ECK3028;JW5927,b3037,True,2660088,2660664
ygiC,b3038;ECK3029;JW3006,b3038,True,2660669,2661830
zupT,b3039;ECK3030;JW3007,b3039,True,2661867,2662683
ygiE,b3040;ECK3031;JW3008,b3040,True,2662798,2663572
ribB,b3041;ECK3032;JW3009,b3041,True,2664061,2664715
glgS,b3049;ECK3038;JW3021,b3049,True,2665071,2665272
yqiJ,b3050;ECK3039;JW3022,b3050,True,2665540,2666170
yqiK,b3051;ECK3040;JW3023,b3051,True,2666196,2667858
rygD,b4447;ECK3041;JWR0251,b4447,True,2668083,2668233
rfaE,b3052;ECK3042;JW3024,b3052,True,2668652,2670086
glnE,b3053;ECK3043;JW3025,b3053,True,2670133,2672974
ygiF,b3054;ECK3044;JW3026,b3054,True,2672996,2674298
htrG,b3055;ECK3045;JW3027,b3055,True,2674539,2675160
cca,b3056;ECK3046;JW3028,b3056,True,2675223,2676462
bacA,b3057;ECK3047;JW3029,b3057,True,2676642,2677464
folB,b3058;ECK3048;JW3030,b3058,True,2677553,2677922
ygiH,b3059;ECK3049;JW3031,b3059,True,2678026,2678644
ygiP,b3060;ECK3050;JW3032,b3060,True,2678656,2679589
ttdA,b3061;ECK3051;JW3033,b3061,True,2679795,2680707
ttdB,b3062;ECK3052;JW3034,b3062,True,2680703,2681309
ygjE,b3063;ECK3053;JW3035,b3063,True,2681356,2682820
ygjD,b3064;ECK3054;JW3036,b3064,True,2682862,2683876
rpsU,b3065;ECK3055;JW3037,b3065,True,2684113,2684329
dnaG,b3066;ECK3056;JW3038,b3066,True,2684439,2686185
rpoD,b3067;ECK3057;JW3039,b3067,True,2686379,2688221
ygjF,b3068;ECK3058;JW3040,b3068,True,2688299,2688806
ileX,b3069;ECK3059;JWR0069,b3069,True,2688930,2689006
yqjH,b3070;ECK3060;JW3041,b3070,True,2689059,2689824
yqjI,b3071;ECK3061;JW3042,b3071,True,2690111,2690735
aer,b3072;ECK3062;JW3043,b3072,True,2690888,2692409
ygjG,b3073;ECK3063;JW5510,b3073,True,2692799,2694206
ygjH,b3074;ECK3064;JW3045,b3074,True,2694247,2694580
ebgR,b3075;ECK3065;JW3046,b3075,True,2694798,2695782
ebgA,b3076;ECK3066;JW5511,b3076,True,2695965,2699058
ebgC,b3077;ECK3067;JW3048,b3077,True,2699054,2699504
ygjI,b3078;ECK3068;JW5512,b3078,True,2699566,2701000
ygjJ,b3079;ECK3069;JW3050,b3079,True,2701133,2702204
ygjK,b3080;ECK3070;JW3051,b3080,True,2702220,2704572
fadH,b3081;ECK3071;JW3052,b3081,True,2704997,2707016
ygjM,b3082;ECK3072;JW3053,b3082,True,2707060,2707477
ygjN,b3083;ECK3073;JW3054,b3083,True,2707473,2707788
ygjO,b3084;ECK3074;JW5513,b3084,True,2708071,2709208
ygjP,b3085;ECK3075;JW5514,b3085,True,2709292,2709796
ygjQ,b3086;ECK3076;JW3057,b3086,True,2709872,2710565
ygjR,b3087;ECK3077;JW3058,b3087,True,2710625,2711630
sraF,b4448;ECK3078;JWR0252,b4448,True,2711706,2711894
alx,b3088;ECK3079;JW5515,b3088,True,2711912,2712878
sstT,b3089;ECK3080;JW3060,b3089,True,2713276,2714521
ygjV,b3090;ECK3081;JW3061,b3090,True,2714525,2715077
uxaA,b3091;ECK3082;JW3062,b3091,True,2715159,2716647
uxaC,b3092;ECK3083;JW3063,b3092,True,2716661,2718074
exuT,b3093;ECK3084;JW3064,b3093,True,2718436,2719855
exuR,b3094;ECK3085;JW3065,b3094,True,2719984,2720761
yqjA,b3095;ECK3086;JW3066,b3095,True,2721105,2721768
yqjB,b3096;ECK3087;JW3067,b3096,True,2721771,2722155
yqjC,b3097;ECK3088;JW5516,b3097,True,2722301,2722670
yqjD,b3098;ECK3089;JW3069,b3098,True,2722707,2723013
yqjE,b3099;ECK3090;JW3070,b3099,True,2723015,2723420
yqjK,b3100;ECK3091;JW3071,b3100,True,2723409,2723709
yqjF,b3101;ECK3092;JW5850,b3101,True,2723894,2724287
yqjG,b3102;ECK3093;JW3073,b3102,True,2724356,2725343
yhaH,b3103;ECK3094;JW3074,b3103,True,2725636,2726002
yhaI,b3104;ECK3095;JW3075,b3104,True,2726243,2726600
yhaJ,b3105;ECK3096;JW3076,b3105,True,2726650,2727547
yhaK,b3106;ECK3097;JW3077,b3106,True,2727651,2728353
yhaL,b3107;ECK3098;JW5517,b3107,True,2728375,2728540
yhaM,b4470;ECK3099;JW5518,b4470,True,2728673,2729984
yhaO,b3110;ECK3100;JW5519,b3110,True,2730011,2731280
tdcG,b4471;ECK3101;JW5520,b4471,True,2731617,2732982
tdcF,b3113;ECK3102;JW5521,b3113,True,2733053,2733443
tdcE,b3114;ECK3103;JW5522,b3114,True,2733456,2735751
tdcD,b3115;ECK3104;JW5806,b3115,True,2735784,2736993
tdcC,b3116;ECK3105;JW3087,b3116,True,2737018,2738350
tdcB,b3117;ECK3106;JW3088,b3117,True,2738371,2739361
tdcA,b3118;ECK3107;JW3089,b3118,True,2739459,2740398
tdcR,b3119;ECK3108;JW5525,b3119,True,2740712,2740931
yhaB,b3120;ECK3109;JW3091,b3120,True,2741186,2741726
yhaC,b3121;ECK3110;JW3092,b3121,True,2741747,2742935
rnpB,b3123;ECK3111;JWR0070,b3123,True,2743548,2743925
garK,b3124;ECK3112;JW3093,b3124,True,2743957,2745184
garR,b3125;ECK3113;JW5526,b3125,True,2745199,2746090
garL,b3126;ECK3114;JW3095,b3126,True,2746119,2746890
garP,b3127;ECK3115;JW3096,b3127,True,2746905,2748240
garD,b3128;ECK3116;JW3097,b3128,True,2748614,2750186
sohA,b3129;ECK3117;JW3098,b3129,True,2750334,2750670
yhaV,b3130;ECK3118;JW3099,b3130,True,2750669,2751134
agaR,b3131;ECK3119;JW3100,b3131,True,2751188,2751998
kbaZ,b3132;ECK3120;JW3101,b3132,True,2752246,2753527
agaV,b3133;ECK3121;JW3102,b3133,True,2753549,2754023
agaW,b3134;ECK3122;JW3103,b3134,True,2754033,2754435
agaA,b3135;ECK3123;JW5527,b3135,True,2754454,2754958
agaS,b3136;ECK3124;JW3105,b3136,True,2755308,2756463
kbaY,b3137;ECK3125;JW3106,b3137,True,2756475,2757336
agaB,b3138;ECK3126;JW3107,b3138,True,2757502,2757979
agaC,b3139;ECK3127;JW3108,b3139,True,2758017,2758821
agaD,b3140;ECK3128;JW3109,b3140,True,2758810,2759602
agaI,b3141;ECK3129;JW3110,b3141,True,2759602,2760358
yraH,b3142;ECK3130;JW3111,b3142,True,2760758,2761343
yraI,b3143;ECK3131;JW3112,b3143,True,2761422,2762118
yraJ,b3144;ECK3132;JW3113,b3144,True,2762146,2764663
yraK,b3145;ECK3133;JW3114,b3145,True,2764673,2765765
yraL,b3146;ECK3134;JW3115,b3146,True,2765807,2766668
yraM,b3147;ECK3135;JW3116,b3147,True,2766732,2768769
yraN,b3148;ECK3136;JW3117,b3148,True,2768726,2769122
yraO,b3149;ECK3137;JW3118,b3149,True,2769141,2769732
yraP,b3150;ECK3138;JW3119,b3150,True,2769741,2770317
yraQ,b3151;ECK3139;JW3120,b3151,True,2770430,2771471
yraR,b3152;ECK3140;JW5528,b3152,True,2771543,2772179
yhbO,b3153;ECK3141;JW5529,b3153,True,2772306,2772825
yhbP,b3154;ECK3142;JW3123,b3154,True,2772804,2773248
yhbQ,b3155;ECK3143;JW3124,b3155,True,2773298,2773601
yhbS,b3156;ECK3144;JW3125,b3156,True,2773587,2774091
yhbT,b3157;ECK3145;JW3126,b3157,True,2774084,2774609
yhbU,b3158;ECK3146;JW3127,b3158,True,2774817,2775813
yhbV,b3159;ECK3147;JW5530,b3159,True,2775821,2776700
yhbW,b3160;ECK3148;JW3129,b3160,True,2776780,2777788
mtr,b3161;ECK3149;JW3130,b3161,True,2777905,2779150
deaD,b3162;ECK3150;JW5531,b3162,True,2779303,2781193
nlpI,b3163;ECK3151;JW3132,b3163,True,2781372,2782257
pnp,b3164;ECK3152;JW5851,b3164,True,2782365,2784570
sraG,b4449;ECK3153;JWR0253,b4449,True,2784557,2784731
rpsO,b3165;ECK3154;JW3134,b3165,True,2784747,2785017
truB,b3166;ECK3155;JW3135,b3166,True,2785165,2786110
rbfA,b3167;ECK3156;JW3136,b3167,True,2786109,2786511
infB,b3168;ECK3157;JW3137,b3168,True,2786674,2789347
nusA,b3169;ECK3158;JW3138,b3169,True,2789371,2790859
yhbC,b3170;ECK3159;JW5533,b3170,True,2790886,2791339
metY,b3171;ECK3160;JWR0071,b3171,True,2791545,2791622
argG,b3172;ECK3161;JW3140,b3172,True,2791969,2793313
yhbX,b3173;ECK3162;JW5534,b3173,True,2793320,2794946
leuU,b3174;ECK3163;JWR0072,b3174,True,2795404,2795491
secG,b3175;ECK3164;JW3142,b3175,True,2795505,2795838
glmM,b3176;ECK3165;JW3143,b3176,True,2796065,2797403
folP,b3177;ECK3166;JW3144,b3177,True,2797395,2798244
ftsH,b3178;ECK3167;JW3145,b3178,True,2798333,2800268
rrmJ,b3179;ECK3168;JW3146,b3179,True,2800367,2800997
yhbY,b3180;ECK3169;JW3147,b3180,True,2801122,2801416
greA,b3181;ECK3170;JW3148,b3181,True,2801571,2802048
dacB,b3182;ECK3171;JW3149,b3182,True,2802295,2803729
obgE,b3183;ECK3172;JW3150,b3183,True,2803914,2805087
yhbE,b3184;ECK3173;JW3151,b3184,True,2805102,2806068
rpmA,b3185;ECK3174;JW3152,b3185,True,2806194,2806452
rplU,b3186;ECK3175;JW3153,b3186,True,2806472,2806784
ispB,b3187;ECK3176;JW3154,b3187,True,2807042,2808014
sfsB,b3188;ECK3177;JW3155,b3188,True,2808241,2808520
murA,b3189;ECK3178;JW3156,b3189,True,2808567,2809827
yrbA,b3190;ECK3179;JW3157,b3190,True,2809881,2810136
yrbB,b3191;ECK3180;JW5535,b3191,True,2810295,2810589
yrbC,b3192;ECK3181;JW3159,b3192,True,2810588,2811224
yrbD,b3193;ECK3182;JW3160,b3193,True,2811242,2811794
yrbE,b3194;ECK3183;JW3161,b3194,True,2811798,2812581
yrbF,b3195;ECK3184;JW3162,b3195,True,2812588,2813398
yrbG,b3196;ECK3185;JW3163,b3196,True,2813607,2814585
kdsD,b3197;ECK3186;JW3164,b3197,True,2814598,2815585
kdsC,b3198;ECK3187;JW3165,b3198,True,2815605,2816172
yrbK,b3199;ECK3188;JW3166,b3199,True,2816168,2816744
yhbN,b3200;ECK3189;JW3167,b3200,True,2816712,2817270
yhbG,b3201;ECK3190;JW3168,b3201,True,2817276,2818002
rpoN,b3202;ECK3191;JW3169,b3202,True,2818049,2819483
yhbH,b3203;ECK3192;JW3170,b3203,True,2819505,2819793
ptsN,b3204;ECK3193;JW3171,b3204,True,2819910,2820402
yhbJ,b3205;ECK3194;JW3172,b3205,True,2820447,2821302
npr,b3206;ECK3195;JW3173,b3206,True,2821298,2821571
yrbL,b3207;ECK3196;JW3174,b3207,True,2821784,2822417
mtgA,b3208;ECK3197;JW3175,b3208,True,2822413,2823142
elbB,b3209;ECK3198;JW3176,b3209,True,2823138,2823792
ryhA,b4450;ECK3199;JWR0254,b4450,True,2823909,2824017
arcB,b3210;ECK3200;JW5536,b3210,True,2824021,2826358
yhcC,b3211;ECK3201;JW3178,b3211,True,2826453,2827383
gltB,b3212;ECK3202;JW3179,b3212,True,2827964,2832518
gltD,b3213;ECK3203;JW3180,b3213,True,2832530,2833949
gltF,b3214;ECK3204;JW3181,b3214,True,2834508,2835273
yhcG,b3220;ECK3209;JW3189,b3220,True,2835678,2836806
yhcH,b3221;ECK3210;JW3190,b3221,True,2836865,2837330
nanK,b3222;ECK3211;JW5538,b3222,True,2837326,2838202
nanE,b3223;ECK3212;JW3192,b3223,True,2838198,2838888
nanT,b3224;ECK3213;JW3193,b3224,True,2838935,2840426
nanA,b3225;ECK3214;JW3194,b3225,True,2840534,2841428
nanR,b3226;ECK3215;JW3195,b3226,True,2841549,2842341
dcuD,b3227;ECK3216;JW3196,b3227,True,2842720,2844088
sspB,b3228;ECK3217;JW3197,b3228,True,2844130,2844628
sspA,b3229;ECK3218;JW3198,b3229,True,2844633,2845272
rpsI,b3230;ECK3219;JW3199,b3230,True,2845666,2846059
rplM,b3231;ECK3220;JW3200,b3231,True,2846074,2846503
yhcM,b3232;ECK3221;JW3201,b3232,True,2846721,2847849
yhcB,b3233;ECK3222;JW5539,b3233,True,2848042,2848441
degQ,b3234;ECK3223;JW3203,b3234,True,2848594,2849962
degS,b3235;ECK3224;JW3204,b3235,True,2850051,2851119
mdh,b3236;ECK3225;JW3205,b3236,True,2851181,2852120
argR,b3237;ECK3226;JW3206,b3237,True,2852554,2853025
yhcN,b3238;ECK3227;JW5540,b3238,True,2853389,2853653
yhcO,b3239;ECK3228;JW3208,b3239,True,2853708,2853981
aaeB,b3240;ECK3229;JW3209,b3240,True,2854072,2856040
aaeA,b3241;ECK3230;JW3210,b3241,True,2856045,2856978
aaeX,b3242;ECK3231;JW5541,b3242,True,2856985,2857189
aaeR,b3243;ECK3232;JW3212,b3243,True,2857371,2858301
