gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,line,gen_id,duplicated
lolB,100.0,623,0,0,1,623,1699545,1700167,0.0,1151,623,L05-4,1,False
gmk,100.0,623,0,0,1,623,3842845,3843467,0.0,1151,623,L05-4,1,False
rpsD,100.0,620,0,0,1,620,3501205,3501824,0.0,1146,620,L05-4,1,False
coaE,100.0,620,0,0,1,620,728619,729238,0.0,1146,620,L05-4,1,False
lolA,100.0,614,0,0,1,614,1431359,1431972,0.0,1134,614,L05-4,1,False
lexA,100.0,608,0,0,1,608,331361,331968,0.0,1123,608,L05-4,1,False
rplD,100.0,605,0,0,1,605,3511831,3512435,0.0,1118,605,L05-4,1,False
yihA,100.0,596,0,0,1,596,124383,124978,0.0,1101,596,L05-4,1,False
grpE,100.0,593,0,0,1,593,2889788,2890380,0.0,1096,593,L05-4,1,False
ribA,100.0,590,0,0,1,590,1774037,1774626,0.0,1090,590,L05-4,1,False
pth,100.0,584,0,0,1,584,1694597,1695180,0.0,1079,584,L05-4,1,False
rlpB,100.0,581,0,0,1,581,1169449,1170029,0.0,1074,581,L05-4,1,False
yrbK,100.0,575,0,0,1,575,3405373,3405947,0.0,1062,575,L05-4,1,False
yrdC,99.825,572,0,1,1,572,3490995,3491565,0.0,1050,572,L05-4,1,False
kdsC,100.0,566,0,0,1,566,3404810,3405375,0.0,1046,566,L05-4,1,False
efp,100.0,566,0,0,1,566,449826,450391,0.0,1046,566,L05-4,1,False
yhbN,100.0,557,0,0,1,557,3405917,3406473,0.0,1029,557,L05-4,1,False
frr,100.0,557,0,0,1,557,802973,803529,0.0,1029,557,L05-4,1,False
pgsA,100.0,548,0,0,1,548,2246653,2247200,0.0,1013,548,L05-4,1,False
nusG,100.0,545,0,0,1,545,251990,252534,0.0,1007,545,L05-4,1,False
hemG,100.0,545,0,0,1,545,108860,109404,0.0,1007,545,L05-4,1,False
orn,100.0,545,0,0,1,545,465730,466274,0.0,1007,545,L05-4,1,False
infC,100.0,542,0,0,1,542,2072689,2073230,0.0,1002,542,L05-4,1,False
rplE,100.0,539,0,0,1,539,3507049,3507587,0.0,996,539,L05-4,1,False
rpsG,100.0,539,0,0,1,539,3517766,3518304,0.0,996,539,L05-4,1,False
dnaT,100.0,539,0,0,1,539,580533,581071,0.0,996,539,L05-4,1,False
ssb,100.0,536,0,0,1,536,348371,348906,0.0,990,536,L05-4,1,False
rplF,100.0,533,0,0,1,533,3505757,3506289,0.0,985,533,L05-4,1,False
fldA,100.0,530,0,0,1,530,1207592,1208121,0.0,979,530,L05-4,1,False
ppa,100.0,530,0,0,1,530,523241,523770,0.0,979,530,L05-4,1,False
fabA,100.0,518,0,0,1,518,1509936,1510453,0.0,957,518,L05-4,1,False
secM,100.0,512,0,0,1,512,723725,724236,0.0,946,512,L05-4,1,False
def,100.0,509,0,0,1,509,3493841,3494349,0.0,941,509,L05-4,1,False
rpsE,100.0,503,0,0,1,503,3504876,3505378,0.0,929,503,L05-4,1,False
rplJ,100.0,497,0,0,1,497,254243,254739,0.0,918,497,L05-4,1,False
lspA,100.0,494,0,0,1,494,641236,641729,0.0,913,494,L05-4,1,False
mreD,100.0,488,0,0,1,488,3455441,3455928,0.0,902,488,L05-4,1,False
folA,100.0,479,0,0,1,479,665850,666328,0.0,885,479,L05-4,1,False
ispF,100.0,479,0,0,1,479,2975874,2976352,0.0,885,479,L05-4,1,False
coaD,100.0,479,0,0,1,479,3831325,3831803,0.0,885,479,L05-4,1,False
folK,100.0,479,0,0,1,479,773272,773750,0.0,885,479,L05-4,1,False
accB,100.0,470,0,0,1,470,3462490,3462959,0.0,869,470,L05-4,1,False
ribE,100.0,470,0,0,1,470,966728,967197,0.0,869,470,L05-4,1,False
yjeE,100.0,461,0,0,1,461,469710,470170,0.0,852,461,L05-4,1,False
fabZ,100.0,455,0,0,1,455,812201,812655,0.0,841,455,L05-4,1,False
dut,100.0,452,0,0,4,455,3835434,3835885,0.0,835,455,L05-4,1,False
rplO,100.0,434,0,0,1,434,3504255,3504688,0.0,802,434,L05-4,1,False
rplM,100.0,428,0,0,1,428,3435279,3435706,0.0,791,428,L05-4,1,False
nusB,100.0,419,0,0,1,419,967218,967636,0.0,774,419,L05-4,1,False
yqgF,100.0,416,0,0,1,416,3196127,3196542,0.0,769,416,L05-4,1,False
rplP,100.0,410,0,0,1,410,3508909,3509318,0.0,758,410,L05-4,1,False
rpsI,100.0,392,0,0,1,392,3434871,3435262,0.0,725,392,L05-4,1,False
rpsH,100.0,392,0,0,1,392,3506303,3506694,0.0,725,392,L05-4,1,False
rpsK,100.0,389,0,0,1,389,3501859,3502247,0.0,719,389,L05-4,1,False
rplQ,100.0,383,0,0,1,383,3499766,3500148,0.0,708,383,L05-4,1,False
secE,100.0,383,0,0,1,383,251605,251987,0.0,708,383,L05-4,1,False
acpS,100.0,380,0,0,1,380,2840293,2840672,0.0,702,380,L05-4,1,False
rnpB,100.0,376,0,0,1,376,3332756,3333131,0.0,695,376,L05-4,1,False
rpsL,100.0,374,0,0,1,374,3518402,3518775,0.0,691,374,L05-4,1,False
rplN,100.0,371,0,0,1,371,3507928,3508298,0.0,686,371,L05-4,1,False
folB,100.0,368,0,0,1,368,3266772,3267139,0.0,680,368,L05-4,1,False
ftsL,100.0,365,0,0,1,365,707055,707419,0.0,675,365,L05-4,1,False
rplL,100.0,365,0,0,1,365,254807,255171,0.0,675,365,L05-4,1,False
rnpA,100.0,359,0,0,1,359,3905905,3906263,0.0,664,359,L05-4,1,False
rplT,100.0,356,0,0,1,356,2071986,2072341,0.0,658,356,L05-4,1,False
rpsM,100.0,356,0,0,1,356,3502265,3502620,0.0,658,356,L05-4,1,False
rplR,100.0,353,0,0,1,353,3505394,3505746,0.0,652,353,L05-4,1,False
rplS,100.0,347,0,0,1,347,2883856,2884202,0.0,641,347,L05-4,1,False
yadR,100.0,344,0,0,1,344,786714,787057,0.0,636,344,L05-4,1,False
rplV,100.0,332,0,0,1,332,3510051,3510382,1.5599999999999999e-176,614,332,L05-4,1,False
yceQ,100.0,320,0,0,1,320,1607120,1607439,7.039999999999999e-170,592,320,L05-4,1,False
rplX,100.0,314,0,0,1,314,3507603,3507916,1.49e-166,580,314,L05-4,1,False
ftsB,100.0,311,0,0,1,311,2977081,2977391,6.88e-165,575,311,L05-4,1,False
rpsJ,100.0,311,0,0,1,311,3513109,3513419,6.88e-165,575,311,L05-4,1,False
rplU,100.0,311,0,0,1,311,3395677,3395987,6.88e-165,575,311,L05-4,1,False
rpsN,100.0,305,0,0,1,305,3506729,3507033,1.4600000000000002e-161,564,305,L05-4,1,False
rplW,100.0,302,0,0,1,302,3511532,3511833,6.71e-160,558,302,L05-4,1,False
groS,100.0,293,0,0,1,293,444815,445107,6.54e-155,542,293,L05-4,1,False
rpsS,100.0,278,0,0,1,278,3510398,3510675,1.35e-146,514,278,L05-4,1,False
rpmA,100.0,257,0,0,1,257,3395399,3395655,5.84e-135,475,257,L05-4,1,False
rpsQ,100.0,254,0,0,1,254,3508464,3508717,2.68e-133,470,254,L05-4,1,False
rpsP,100.0,248,0,0,1,248,2885610,2885857,5.66e-130,459,248,L05-4,1,False
acpP,100.0,236,0,0,1,236,1614232,1614467,2.51e-123,436,236,L05-4,1,False
rpmB,100.0,236,0,0,1,236,3832938,3833173,2.51e-123,436,236,L05-4,1,False
rpsR,100.0,227,0,0,1,227,499961,500187,2.42e-118,420,227,L05-4,1,False
infA,100.0,218,0,0,1,218,1420215,1420432,2.33e-113,403,218,L05-4,1,False
rpmC,100.0,191,0,0,1,191,3508718,3508908,2.07e-98,353,191,L05-4,1,False
csrA,100.0,185,0,0,1,185,2923538,2923722,4.32e-95,342,185,L05-4,1,False
rpmD,100.0,179,0,0,1,179,3504693,3504871,9.01e-92,331,179,L05-4,1,False
rpmH,100.0,140,0,0,1,140,3905748,3905887,3.2600000000000004e-70,259,140,L05-4,1,False
ffs,100.0,113,0,0,1,113,1008527,1008639,2.5799999999999997e-55,209,113,L05-4,1,False
serV,100.0,92,0,0,1,92,2923130,2923221,9.55e-44,171,92,L05-4,1,False
serT,100.0,87,0,0,1,87,1525606,1525692,5.35e-41,161,87,L05-4,1,False
leuU,100.0,86,0,0,1,86,3384609,3384694,1.9e-40,159,86,L05-4,1,False
leuZ,100.0,86,0,0,1,86,2246199,2246284,1.9e-40,159,86,L05-4,1,False
leuW,100.0,84,0,0,1,84,1193621,1193704,2.38e-39,156,84,L05-4,1,False
argU,100.0,76,0,0,1,76,1089510,1089585,5.84e-35,141,76,L05-4,1,False
proM,100.0,76,0,0,1,76,56988,57063,5.84e-35,141,76,L05-4,1,False
hisR,100.0,76,0,0,1,76,56763,56838,5.84e-35,141,76,L05-4,1,False
argX,100.0,76,0,0,1,76,56629,56704,5.84e-35,141,76,L05-4,1,False
trpT,100.0,75,0,0,1,75,21212,21286,2.07e-34,139,75,L05-4,1,False
thrU,100.0,75,0,0,1,75,249635,249709,2.07e-34,139,75,L05-4,1,False
glyT,100.0,74,0,0,1,74,249920,249993,7.3e-34,137,74,L05-4,1,False
cysT,100.0,73,0,0,1,73,2246298,2246370,2.58e-33,135,73,L05-4,1,False
mukB,100.0,4460,0,0,1,4460,2224150,2219691,0.0,8237,4460,L05-4,2,False
rpoC,100.0,4223,0,0,1,4223,259600,263822,0.0,7799,4223,L05-4,2,False
rpoB,100.0,4028,0,0,1,4028,255495,259522,0.0,7439,4028,L05-4,2,False
ftsK,100.0,3989,0,0,1,3989,2267252,2263264,0.0,7367,3989,L05-4,2,False
dnaE,100.0,3482,0,0,1,3482,2881918,2878437,0.0,6431,3482,L05-4,2,False
rne,100.0,3185,0,0,1,3185,2090665,2087481,0.0,5882,3185,L05-4,2,False
valS,100.0,2855,0,0,1,2855,3145160,3142306,0.0,5273,2855,L05-4,2,False
ileS,100.0,2816,0,0,1,2816,3058734,3055919,0.0,5201,2816,L05-4,2,False
polA,100.0,2786,0,0,1,2786,121219,124004,0.0,5145,2786,L05-4,2,False
secA,100.0,2705,0,0,1,2705,2972848,2970144,0.0,4996,2705,L05-4,2,False
infB,100.0,2672,0,0,1,2672,3518407,3521078,0.0,4935,2672,L05-4,2,False
alaS,100.0,2630,0,0,1,2630,650417,647788,0.0,4857,2630,L05-4,2,False
gyrA,100.0,2627,0,0,1,2627,1077760,1075134,0.0,4852,2627,L05-4,2,False
topA,100.0,2597,0,0,1,2597,1927950,1925354,0.0,4796,2597,L05-4,2,False
leuS,100.0,2582,0,0,1,2582,2523982,2521401,0.0,4769,2582,L05-4,2,False
yaeT,100.0,2432,0,0,1,2432,2889116,2886685,0.0,4492,2432,L05-4,2,False
plsB,100.0,2423,0,0,1,2423,328291,330713,0.0,4475,2423,L05-4,2,False
gyrB,100.0,2414,0,0,1,2414,4040171,4042584,0.0,4458,2414,L05-4,2,False
pheT,100.0,2387,0,0,1,2387,1513978,1511592,0.0,4409,2387,L05-4,2,False
imp,100.0,2354,0,0,1,2354,3026371,3024018,0.0,4348,2354,L05-4,2,False
nrdA,100.0,2285,0,0,1,2285,1069688,1067404,0.0,4220,2285,L05-4,2,False
parC,100.0,2258,0,0,1,2258,3375694,3377951,0.0,4170,2258,L05-4,2,False
priA,100.0,2198,0,0,1,2198,198866,201063,0.0,4060,2198,L05-4,2,False
yrfF,100.0,2135,0,0,1,2135,3711724,3713858,0.0,3943,2135,L05-4,2,False
fusA,100.0,2114,0,0,1,2114,3656653,3658766,0.0,3904,2114,L05-4,2,False
spoT,100.0,2108,0,0,1,2108,3984869,3986976,0.0,3893,2108,L05-4,2,False
glyS,100.0,2069,0,0,1,2069,3893128,3895196,0.0,3821,2069,L05-4,2,False
metG,100.0,2033,0,0,1,2033,1216474,1214442,0.0,3755,2033,L05-4,2,False
ligA,100.0,2015,0,0,1,2015,902192,900178,0.0,3722,2015,L05-4,2,False
ftsH,100.0,1934,0,0,1,1934,3530066,3531999,0.0,3572,1934,L05-4,2,False
dnaX,100.0,1931,0,0,1,1931,2669860,2667930,0.0,3567,1931,L05-4,2,False
thrS,100.0,1928,0,0,1,1928,1508893,1506966,0.0,3561,1928,L05-4,2,False
mrdA,100.0,1901,0,0,1,1901,2529865,2527965,0.0,3511,1901,L05-4,2,False
parE,100.0,1892,0,0,1,1892,3385483,3387374,0.0,3494,1892,L05-4,2,False
dxs,100.0,1862,0,0,1,1862,2723637,2721776,0.0,3439,1862,L05-4,2,False
secD,100.0,1847,0,0,1,1847,2734304,2732458,0.0,3411,1847,L05-4,2,False
rpoD,100.0,1841,0,0,1,1841,3418109,3419949,0.0,3400,1841,L05-4,2,False
glmS,100.0,1829,0,0,1,1829,4074305,4076133,0.0,3378,1829,L05-4,2,False
aspS,100.0,1772,0,0,1,1772,1359125,1357354,0.0,3273,1772,L05-4,2,False
ftsI,99.943,1766,0,1,1,1766,2989713,2987949,0.0,3254,1766,L05-4,2,False
yejM,100.0,1760,0,0,1,1760,1126397,1124638,0.0,3251,1760,L05-4,2,False
msbA,100.0,1748,0,0,1,1748,2233855,2232108,0.0,3229,1748,L05-4,2,False
dnaG,99.943,1745,0,1,1,1745,3416170,3417913,0.0,3216,1745,L05-4,2,False
argS,99.942,1734,0,1,1,1733,1347815,1346082,0.0,3195,1733,L05-4,2,False
proS,100.0,1718,0,0,1,1718,2869988,2868271,0.0,3173,1718,L05-4,2,False
rpsA,100.0,1673,0,0,1,1673,2238481,2236809,0.0,3090,1673,L05-4,2,False
glnS,100.0,1664,0,0,1,1664,2491276,2489613,0.0,3073,1664,L05-4,2,False
yidC,100.0,1646,0,0,1,1646,4047542,4049187,0.0,3040,1646,L05-4,2,False
groL,100.0,1646,0,0,1,1646,3255113,3253468,0.0,3040,1646,L05-4,2,False
pyrG,100.0,1637,0,0,1,1637,583011,581375,0.0,3024,1637,L05-4,2,False
lnt,100.0,1538,0,0,1,1538,2508025,2506488,0.0,2841,1538,L05-4,2,False
mviN,100.0,1535,0,0,1,1535,2092417,2090883,0.0,2835,1535,L05-4,2,False
ftsY,99.933,1493,0,1,1,1493,3784096,3785587,0.0,2750,1493,L05-4,2,False
murE,100.0,1487,0,0,1,1487,2987961,2986475,0.0,2747,1487,L05-4,2,False
nusA,100.0,1487,0,0,1,1487,3521104,3522590,0.0,2747,1487,L05-4,2,False
murC,100.0,1475,0,0,1,1475,2980362,2978888,0.0,2724,1475,L05-4,2,False
der,100.0,1472,0,0,1,1472,801259,799788,0.0,2719,1472,L05-4,2,False
dnaB,100.0,1415,0,0,1,1415,338562,339976,0.0,2614,1415,L05-4,2,False
gltX,100.0,1415,0,0,1,1415,911097,909683,0.0,2614,1415,L05-4,2,False
dnaA,100.0,1403,0,0,1,1403,4044792,4046194,0.0,2591,1403,L05-4,2,False
asnS,100.0,1400,0,0,1,1400,2212891,2211492,0.0,2586,1400,L05-4,2,False
cysS,100.0,1385,0,0,1,1385,2614630,2613246,0.0,2558,1385,L05-4,2,False
glmU,100.0,1370,0,0,1,1370,4076296,4077665,0.0,2531,1370,L05-4,2,False
ffh,100.0,1361,0,0,1,1361,690713,689353,0.0,2514,1361,L05-4,2,False
murF,100.0,1358,0,0,1,1358,2986477,2985120,0.0,2508,1358,L05-4,2,False
pssA,100.0,1355,0,0,1,1355,714419,713065,0.0,2503,1355,L05-4,2,False
yaeL,100.0,1352,0,0,1,1352,2890498,2889147,0.0,2497,1352,L05-4,2,False
accC,100.0,1349,0,0,1,1349,3605494,3606842,0.0,2492,1349,L05-4,2,False
glmM,100.0,1337,0,0,1,1337,3527798,3529134,0.0,2470,1337,L05-4,2,False
secY,100.0,1331,0,0,1,1331,3643945,3645275,0.0,2459,1331,L05-4,2,False
mukF,100.0,1322,0,0,1,1322,2226157,2224836,0.0,2442,1322,L05-4,2,False
murD,100.0,1316,0,0,1,1316,2984040,2982725,0.0,2431,1316,L05-4,2,False
eno,100.0,1298,0,0,1,1298,584397,583100,0.0,2398,1298,L05-4,2,False
tilS,100.0,1298,0,0,1,1298,2874713,2873416,0.0,2398,1298,L05-4,2,False
serS,100.0,1292,0,0,1,1292,2261048,2259757,0.0,2386,1292,L05-4,2,False
hemL,100.0,1280,0,0,1,1280,2913440,2912161,0.0,2364,1280,L05-4,2,False
kdtA,100.0,1277,0,0,1,1277,3971092,3972368,0.0,2359,1277,L05-4,2,False
tyrS,100.0,1274,0,0,1,1274,1596541,1595268,0.0,2353,1274,L05-4,2,False
hisS,100.0,1274,0,0,1,1274,797842,796569,0.0,2353,1274,L05-4,2,False
folC,100.0,1268,0,0,1,1268,980722,979455,0.0,2342,1268,L05-4,2,False
ftsA,100.0,1262,0,0,1,1262,2977145,2975884,0.0,2331,1262,L05-4,2,False
murA,100.0,1259,0,0,1,1259,3540298,3541556,0.0,2326,1259,L05-4,2,False
rho,100.0,1259,0,0,1,1259,40671,41929,0.0,2326,1259,L05-4,2,False
hemA,100.0,1256,0,0,1,1256,1994086,1992831,0.0,2320,1256,L05-4,2,False
ftsW,100.0,1244,0,0,1,1244,2982724,2981481,0.0,2298,1244,L05-4,2,False
lolE,100.0,1244,0,0,1,1244,2054528,2053285,0.0,2298,1244,L05-4,2,False
cca,100.0,1238,0,0,1,1238,3406952,3408189,0.0,2287,1238,L05-4,2,False
dfp,99.918,1220,0,1,1,1220,3975284,3976502,0.0,2246,1220,L05-4,2,False
fabB,100.0,1220,0,0,1,1220,972011,970792,0.0,2254,1220,L05-4,2,False
lolC,100.0,1199,0,0,1,1199,2056421,2055223,0.0,2215,1199,L05-4,2,False
dxr,100.0,1196,0,0,1,1196,2893523,2892328,0.0,2209,1196,L05-4,2,False
obgE,100.0,1172,0,0,1,1172,3535647,3536818,0.0,2165,1172,L05-4,2,False
pgk,100.0,1163,0,0,1,1163,423452,422290,0.0,2148,1163,L05-4,2,False
metK,100.0,1154,0,0,1,1154,3347698,3346545,0.0,2132,1154,L05-4,2,True
metK,100.0,1154,0,0,1,1154,389956,391109,0.0,2132,1154,L05-4,2,True
ftsZ,100.0,1151,0,0,1,1151,2975822,2974672,0.0,2126,1151,L05-4,2,False
lpxB,100.0,1148,0,0,1,1148,2883696,2882549,0.0,2121,1148,L05-4,2,False
nrdB,100.0,1130,0,0,1,1130,1067169,1066040,0.0,2087,1130,L05-4,2,False
dapE,99.911,1128,0,1,1,1127,845535,844408,0.0,2076,1127,L05-4,2,False
ispG,100.0,1118,0,0,1,1118,796457,795340,0.0,2065,1118,L05-4,2,False
mrdB,100.0,1112,0,0,1,1112,2530980,2529869,0.0,2054,1112,L05-4,2,False
trmU,100.0,1106,0,0,1,1106,2039183,2038078,0.0,2043,1106,L05-4,2,False
mreC,100.0,1103,0,0,1,1103,3598452,3599554,0.0,2037,1103,L05-4,2,False
ribD,100.0,1103,0,0,1,1103,2728496,2727394,0.0,2037,1103,L05-4,2,False
asd,100.0,1103,0,0,1,1103,3759031,3760133,0.0,2037,1103,L05-4,2,False
dnaN,100.0,1100,0,0,1,1100,4043687,4044786,0.0,2032,1100,L05-4,2,False
yjgP,100.0,1100,0,0,1,1100,3139924,3138825,0.0,2032,1100,L05-4,2,False
prfB,100.0,1098,0,0,1,1098,459727,458630,0.0,2028,1098,L05-4,2,False
prfA,100.0,1082,0,0,1,1082,1992788,1991707,0.0,1999,1082,L05-4,2,False
yjgQ,100.0,1082,0,0,1,1082,3138824,3137743,0.0,1999,1082,L05-4,2,False
mraY,100.0,1082,0,0,1,1082,2985125,2984044,0.0,1999,1082,L05-4,2,False
fbaA,100.0,1079,0,0,1,1079,424746,423668,0.0,1993,1079,L05-4,2,False
murG,100.0,1067,0,0,1,1067,2981483,2980417,0.0,1971,1067,L05-4,2,False
degS,100.0,1067,0,0,1,1067,3581778,3582844,0.0,1971,1067,L05-4,2,False
ftsX,100.0,1058,0,0,1,1058,3782374,3783431,0.0,1954,1058,L05-4,2,False
rsgA,100.0,1052,0,0,1,1052,3235681,3234630,0.0,1943,1052,L05-4,2,False
mreB,100.0,1043,0,0,1,1043,3599621,3600663,0.0,1927,1043,L05-4,2,False
holA,100.0,1031,0,0,1,1031,2525609,2524579,0.0,1905,1031,L05-4,2,False
murB,100.0,1028,0,0,1,1028,246307,247334,0.0,1899,1028,L05-4,2,False
lpxD,100.0,1025,0,0,1,1025,2886073,2885049,0.0,1893,1025,L05-4,2,False
gpsA,100.0,1019,0,0,1,1019,3945190,3946208,0.0,1882,1019,L05-4,2,False
ygjD,100.0,1013,0,0,1,1013,3414593,3415605,0.0,1871,1013,L05-4,2,False
trpS,100.0,1004,0,0,1,1004,3697889,3698892,0.0,1855,1004,L05-4,2,False
holB,100.0,1004,0,0,1,1004,2076084,2075081,0.0,1855,1004,L05-4,2,False
gapA,100.0,995,0,0,1,995,1443664,1442670,0.0,1838,995,L05-4,2,False
rpoA,100.0,989,0,0,1,989,3641219,3642207,0.0,1827,989,L05-4,2,False
zipA,100.0,986,0,0,1,986,900106,899121,0.0,1821,986,L05-4,2,False
lpxK,100.0,986,0,0,1,986,2232110,2231125,0.0,1821,986,L05-4,2,False
pheS,100.0,983,0,0,1,983,1511576,1510594,0.0,1816,983,L05-4,2,False
thiL,100.0,977,0,0,1,977,2726318,2725342,0.0,1805,977,L05-4,2,False
lepB,100.0,974,0,0,1,974,732811,731838,0.0,1799,974,L05-4,2,False
hemB,99.897,974,1,0,1,974,2766393,2765420,0.0,1794,974,L05-4,2,False
ispB,100.0,971,0,0,1,971,3538775,3539745,0.0,1794,971,L05-4,2,False
secF,100.0,971,0,0,1,971,2732446,2731476,0.0,1794,971,L05-4,2,False
psd,100.0,968,0,0,1,968,3236746,3235779,0.0,1788,968,L05-4,2,False
birA,100.0,965,0,0,1,965,247332,248296,0.0,1783,965,L05-4,2,False
hemH,100.0,962,0,0,1,962,2663897,2662936,0.0,1777,962,L05-4,2,False
ftsN,99.896,959,0,1,1,959,196635,197592,0.0,1764,959,L05-4,2,False
accA,100.0,959,0,0,1,959,2878423,2877465,0.0,1772,959,L05-4,2,False
ispH,100.0,950,0,0,1,950,3054848,3053899,0.0,1755,950,L05-4,2,False
coaA,100.0,950,0,0,1,950,248326,249275,0.0,1755,950,L05-4,2,False
prsA,100.0,947,0,0,1,947,1996872,1995926,0.0,1749,947,L05-4,2,False
fmt,100.0,947,0,0,1,947,3635393,3636339,0.0,1749,947,L05-4,2,False
ribF,100.0,941,0,0,1,941,3059718,3058778,0.0,1738,941,L05-4,2,False
hemC,100.0,941,0,0,1,941,64079,65019,0.0,1738,941,L05-4,2,False
fabD,100.0,929,0,0,1,929,2082118,2081190,0.0,1716,929,L05-4,2,False
lpxC,100.0,917,0,0,1,917,2974570,2973654,0.0,1694,917,L05-4,2,False
accD,100.0,914,0,0,1,914,979384,978471,0.0,1688,914,L05-4,2,False
glyQ,100.0,911,0,0,1,911,3895207,3896117,0.0,1683,911,L05-4,2,False
era,100.0,905,0,0,1,905,734665,733761,0.0,1672,905,L05-4,2,False
ispA,100.0,899,0,0,1,899,2721750,2720852,0.0,1661,899,L05-4,2,False
dapA,100.0,878,0,0,1,878,838259,837382,0.0,1622,878,L05-4,2,False
uppS,100.0,878,0,0,1,878,686316,685439,0.0,1622,878,L05-4,2,False
lgt,100.0,875,0,0,1,875,525883,525009,0.0,1616,875,L05-4,2,False
ubiA,100.0,872,0,0,1,872,327264,328135,0.0,1611,872,L05-4,2,False
folD,100.0,866,0,0,1,866,2612366,2611501,0.0,1600,866,L05-4,2,False
murI,100.0,857,0,0,1,857,239679,240535,0.0,1583,857,L05-4,2,False
cdsA,100.0,857,0,0,1,857,2891367,2890511,0.0,1583,857,L05-4,2,False
rpoH,100.0,854,0,0,1,854,3781275,3782128,0.0,1578,854,L05-4,2,False
kdsA,100.0,854,0,0,1,854,1989635,1988782,0.0,1578,854,L05-4,2,False
tsf,100.0,851,0,0,1,851,2896189,2895339,0.0,1572,851,L05-4,2,False
ispE,99.882,851,1,0,1,851,1995774,1994924,0.0,1567,851,L05-4,2,False
prmC,100.0,833,0,0,1,833,1991706,1990874,0.0,1539,833,L05-4,2,False
ftsQ,100.0,830,0,0,1,830,2977972,2977143,0.0,1533,830,L05-4,2,False
nadE,100.0,827,0,0,1,827,1487077,1486251,0.0,1528,827,L05-4,2,False
dapD,100.0,824,0,0,1,824,2901923,2901100,0.0,1522,824,L05-4,2,False
dapB,100.0,821,0,0,1,821,3052751,3051931,0.0,1517,821,L05-4,2,False
rplB,100.0,821,0,0,1,821,3651722,3652542,0.0,1517,821,L05-4,2,False
suhB,100.0,803,0,0,1,803,773702,772900,0.0,1483,803,L05-4,2,False
map,100.0,794,0,0,1,794,2898334,2897541,0.0,1467,794,L05-4,2,False
lpxA,100.0,788,0,0,1,788,2884484,2883697,0.0,1456,788,L05-4,2,False
fabI,100.0,788,0,0,1,788,1908748,1907961,0.0,1456,788,L05-4,2,False
trmD,100.0,767,0,0,1,767,692575,691809,0.0,1417,767,L05-4,2,False
ispU,100.0,761,0,0,1,761,2892141,2891381,0.0,1406,761,L05-4,2,False
hda,100.0,746,0,0,1,746,819067,818322,0.0,1378,746,L05-4,2,False
kdsB,100.0,746,0,0,1,746,2229624,2228879,0.0,1378,746,L05-4,2,False
hemD,100.0,740,0,0,1,740,63342,64081,0.0,1367,740,L05-4,2,False
dnaC,100.0,737,0,0,1,737,3120463,3119727,0.0,1362,737,L05-4,2,False
plsC,100.0,737,0,0,1,737,3374723,3375459,0.0,1362,737,L05-4,2,False
yfiO,100.0,737,0,0,1,737,701000,700264,0.0,1362,737,L05-4,2,False
fabG,100.0,734,0,0,1,734,2081176,2080443,0.0,1356,734,L05-4,2,False
yhbG,100.0,725,0,0,1,725,3549006,3549730,0.0,1339,725,L05-4,2,False
rpsB,100.0,725,0,0,1,725,2897172,2896448,0.0,1339,725,L05-4,2,False
pyrH,100.0,725,0,0,1,725,2895189,2894465,0.0,1339,725,L05-4,2,False
lpxH,99.861,722,0,1,1,722,2616022,2615302,0.0,1327,722,L05-4,2,False
ispD,100.0,710,0,0,1,710,598017,597308,0.0,1312,710,L05-4,2,False
rpsC,100.0,701,0,0,1,701,3650361,3651061,0.0,1295,701,L05-4,2,False
lolD,100.0,701,0,0,1,701,2055229,2054529,0.0,1295,701,L05-4,2,False
yeaZ,100.0,695,0,0,1,695,1417304,1416610,0.0,1284,695,L05-4,2,False
mukE,100.0,677,0,0,1,677,2224827,2224151,0.0,1251,677,L05-4,2,False
folE,100.0,668,0,0,1,668,1167791,1167124,0.0,1234,668,L05-4,2,False
ftsE,100.0,668,0,0,1,668,3783425,3784092,0.0,1234,668,L05-4,2,False
can,100.0,662,0,0,1,662,2939122,2938461,0.0,1223,662,L05-4,2,False
ribB,100.0,653,0,0,1,653,3395791,3396443,0.0,1206,653,L05-4,2,False
adk,100.0,644,0,0,1,644,2664777,2664134,0.0,1190,644,L05-4,2,False
nadD,100.0,641,0,0,1,641,2526252,2525612,0.0,1184,641,L05-4,2,False
ribC,100.0,641,0,0,1,641,1569888,1569248,0.0,1184,641,L05-4,2,False
tmk,99.844,641,1,0,1,641,2076722,2076082,0.0,1179,641,L05-4,2,False
rplC,100.0,629,0,0,1,629,3653476,3654104,0.0,1162,629,L05-4,2,False
lolB,100.0,623,0,0,1,623,1994923,1994301,0.0,1151,623,L05-4,2,False
gmk,100.0,623,0,0,1,623,3983897,3984519,0.0,1151,623,L05-4,2,False
rpsD,100.0,620,0,0,1,620,3642234,3642853,0.0,1146,620,L05-4,2,False
coaE,100.0,620,0,0,1,620,2968528,2967909,0.0,1146,620,L05-4,2,False
lolA,100.0,614,0,0,1,614,2263107,2262494,0.0,1134,614,L05-4,2,False
lexA,100.0,608,0,0,1,608,331363,331970,0.0,1123,608,L05-4,2,False
rplD,100.0,605,0,0,1,605,3652860,3653464,0.0,1118,605,L05-4,2,False
