,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
3626,L06-2,2,distance_3_prime,34016,34016,12,0.2079540678436697,196.20798863435297
3572,L06-1,2,distance_3_prime,34017,34017,12,0.3319031229647553,196.53989175731772
3733,L06-4,1,distance_3_prime,34018,34018,8,0.37169662112605456,196.91158837844378
3677,L06-3,1,distance_3_prime,34018,34018,8,0.37169662112605456,197.28328499956984
3612,L06-2,1,distance_3_prime,34018,34018,8,0.37169662112605456,197.6549816206959
3557,L06-1,1,distance_3_prime,34018,34018,8,0.37169662112605456,198.02667824182197
3745,L06-4,2,distance_3_prime,34019,34019,12,0.2541136573298856,198.28079189915186
2038,L10-2,2,distance_5_prime,34299,34299,12,0.19565626622197463,198.47644816537385
4532,L11-1,1,distance_3_prime,34449,34449,8,0.30690249994710345,198.78335066532097
4581,L11-2,1,distance_3_prime,34449,34449,8,0.30690249994710345,199.09025316526808
4638,L11-3,1,distance_3_prime,34449,34449,8,0.30690249994710345,199.3971556652152
4676,L11-4,1,distance_3_prime,34449,34449,8,0.30690249994710345,199.7040581651623
4650,L11-3,2,distance_3_prime,34451,34451,12,0.47546274039843867,200.17952090556074
4688,L11-4,2,distance_3_prime,34453,34453,12,0.24710968407500625,200.42663058963575
4594,L11-2,2,distance_3_prime,34453,34453,12,0.28568309212926624,200.712313681765
1324,L06-3,2,distance_5_prime,34602,34602,12,0.2761945622349713,200.98850824399997
851,L04-3,2,distance_5_prime,34772,34772,12,0.12446149280175867,201.11296973680174
767,L04-2,1,distance_5_prime,34775,34775,8,0.29600310686222875,201.40897284366397
707,L04-1,1,distance_5_prime,34775,34775,8,0.29600310686222875,201.7049759505262
898,L04-4,1,distance_5_prime,34775,34775,8,0.29600310686222875,202.00097905738843
828,L04-3,1,distance_5_prime,34775,34775,8,0.29600310686222875,202.29698216425066
3349,L05-1,2,distance_3_prime,34924,34924,12,0.23072463704285234,202.5277068012935
3402,L05-2,2,distance_3_prime,35068,35068,12,0.23304454924651052,202.76075135054
2488,L01-3,2,distance_3_prime,35327,35327,12,0.23987519726764855,203.00062654780766
503,L03-1,2,distance_5_prime,35351,35351,12,0.3471939631536302,203.3478205109613
4319,L09-4,2,distance_3_prime,35355,35355,12,0.5555366416391906,203.90335715260048
3406,L05-2,2,distance_3_prime,35542,35542,12,0.236194518344915,204.1395516709454
2186,L11-1,2,distance_5_prime,35647,35647,12,0.38037092398432504,204.5199225949297
2334,L11-4,2,distance_5_prime,35647,35647,12,0.25567349456423966,204.77559608949394
2289,L11-3,2,distance_5_prime,35647,35647,12,0.49196889225227547,205.26756498174623
2239,L11-2,2,distance_5_prime,35649,35649,12,0.29560028303242714,205.56316526477866
2315,L11-4,1,distance_5_prime,35665,35665,8,0.3177357154231892,205.88090098020186
2171,L11-1,1,distance_5_prime,35665,35665,8,0.3177357154231892,206.19863669562505
2220,L11-2,1,distance_5_prime,35665,35665,8,0.3177357154231892,206.51637241104825
2277,L11-3,1,distance_5_prime,35665,35665,8,0.3177357154231892,206.83410812647145
3801,L07-1,2,distance_3_prime,35666,35666,12,0.32707197857791337,207.16118010504937
2907,L03-2,2,distance_3_prime,35837,35837,12,0.2721742344458846,207.43335433949525
835,L04-3,2,distance_5_prime,35895,35895,12,0.12848111365809062,207.56183545315335
773,L04-2,2,distance_5_prime,35898,35898,12,0.31553503307882075,207.87737048623217
890,L04-4,1,distance_5_prime,35899,35899,8,0.3055705401365104,208.18294102636867
759,L04-2,1,distance_5_prime,35899,35899,8,0.3055705401365104,208.48851156650517
820,L04-3,1,distance_5_prime,35899,35899,8,0.3055705401365104,208.79408210664167
699,L04-1,1,distance_5_prime,35899,35899,8,0.3055705401365104,209.09965264677817
904,L04-4,2,distance_5_prime,35899,35899,12,0.22706993611503512,209.3267225828932
2909,L03-2,2,distance_3_prime,35938,35938,12,0.2729413075178224,209.59966389041102
1432,L07-1,2,distance_5_prime,35992,35992,12,0.33006153347659556,209.92972542388762
2225,L11-2,2,distance_5_prime,36106,36106,12,0.29938971132903625,210.22911513521666
2319,L11-4,2,distance_5_prime,36109,36109,12,0.2589871297786666,210.48810226499532
2175,L11-1,2,distance_5_prime,36110,36110,12,0.3853113604251123,210.87341362542043
2281,L11-3,2,distance_5_prime,36110,36110,12,0.4983588155869966,211.3717724410074
2269,L11-3,1,distance_5_prime,36113,36113,8,0.3217269000722734,211.69349934107967
2307,L11-4,1,distance_5_prime,36113,36113,8,0.3217269000722734,212.01522624115194
2212,L11-2,1,distance_5_prime,36113,36113,8,0.3217269000722734,212.3369531412242
2163,L11-1,1,distance_5_prime,36113,36113,8,0.3217269000722734,212.65868004129646
2230,L11-2,2,distance_5_prime,36292,36292,12,0.3009320169377218,212.95961205823417
442,L02-4,2,distance_5_prime,36380,36380,12,0.3037594194226233,213.2633714776568
2599,L02-1,2,distance_3_prime,36490,36490,12,0.2953155380565745,213.55868701571336
981,L05-1,2,distance_5_prime,36582,36582,12,0.2416781775369839,213.80036519325034
1992,L10-1,2,distance_5_prime,36697,36697,12,0.3691718021566962,214.16953699540704
3284,L04-4,2,distance_3_prime,36715,36715,12,0.23223133525901873,214.40176833066607
1955,L09-4,2,distance_5_prime,36952,36952,12,0.5806304619389442,214.982398792605
1826,L09-1,2,distance_5_prime,36956,36956,12,0.4983705008967864,215.4807692935018
1893,L09-3,1,distance_5_prime,36956,36956,8,0.4012366287480898,215.88200592224987
1813,L09-1,1,distance_5_prime,36956,36956,8,0.4012366287480898,216.28324255099795
1943,L09-4,1,distance_5_prime,36956,36956,8,0.4373478184975784,216.72059036949554
1857,L09-2,1,distance_5_prime,36956,36956,8,0.4373478184975784,217.15793818799312
850,L04-3,2,distance_5_prime,37006,37006,12,0.13245778219894977,217.29039597019207
3021,L03-4,2,distance_3_prime,37007,37007,12,0.2791541469179417,217.56955011711
783,L04-2,2,distance_5_prime,37008,37008,12,0.32529167374731177,217.8948417908573
766,L04-2,1,distance_5_prime,37009,37009,8,0.31501880609242916,218.20986059694974
706,L04-1,1,distance_5_prime,37009,37009,8,0.31501880609242916,218.52487940304218
827,L04-3,1,distance_5_prime,37009,37009,8,0.31501880609242916,218.83989820913462
897,L04-4,1,distance_5_prime,37009,37009,8,0.31501880609242916,219.15491701522706
917,L04-4,2,distance_5_prime,37010,37010,12,0.23409728225347362,219.38901429748054
2331,L11-4,2,distance_5_prime,37282,37282,12,0.26740032048542606,219.65641461796596
2238,L11-2,2,distance_5_prime,37283,37283,12,0.30914935488507334,219.96556397285104
2185,L11-1,2,distance_5_prime,37283,37283,12,0.3978278441077115,220.36339181695877
2288,L11-3,2,distance_5_prime,37283,37283,12,0.5145475414436442,220.87793935840241
2320,L11-4,2,distance_5_prime,37302,37302,12,0.267543767897306,221.14548312629972
2219,L11-2,1,distance_5_prime,37306,37306,8,0.33235521097932136,221.47783833727905
2170,L11-1,1,distance_5_prime,37306,37306,8,0.33235521097932136,221.81019354825838
2314,L11-4,1,distance_5_prime,37306,37306,8,0.33235521097932136,222.1425487592377
2276,L11-3,1,distance_5_prime,37306,37306,8,0.33235521097932136,222.47490397021704
2237,L11-2,2,distance_5_prime,37357,37357,12,0.30976296034229234,222.78466693055933
4495,L10-4,2,distance_3_prime,37404,37404,12,0.36065054786826733,223.1453174784276
3575,L06-1,2,distance_3_prime,37474,37474,12,0.3656329961484329,223.51095047457602
4229,L09-2,1,distance_3_prime,37511,37511,8,0.4439158464028213,223.95486632097885
4315,L09-4,1,distance_3_prime,37511,37511,8,0.4439158464028213,224.39878216738168
4266,L09-3,1,distance_3_prime,37511,37511,8,0.40726234389462057,224.8060445112763
4186,L09-1,1,distance_3_prime,37511,37511,8,0.40726234389462057,225.2133068551709
4240,L09-2,2,distance_3_prime,37516,37516,12,0.548442782220977,225.7617496373919
4283,L09-3,2,distance_3_prime,37516,37516,12,0.3747440341221244,226.13649367151402
4200,L09-1,2,distance_3_prime,37517,37517,12,0.5059358719056374,226.64242954341967
4327,L09-4,2,distance_3_prime,37519,37519,12,0.5895397894968404,227.23196933291652
4544,L11-1,2,distance_3_prime,37555,37555,12,0.40073021713556056,227.63269955005208
2027,L10-2,2,distance_5_prime,37806,37806,12,0.2156617044458431,227.84836125449792
1445,L07-1,2,distance_5_prime,37829,37829,12,0.34690758362653185,228.19526883812443
785,L04-2,2,distance_5_prime,37875,37875,12,0.3329124011883764,228.5281812393128
504,L03-1,2,distance_5_prime,37880,37880,12,0.37203211576078504,228.9002133550736
283,L02-2,1,distance_5_prime,37906,37906,8,0.34354399261361385,229.2437573476872
419,L02-4,1,distance_5_prime,37906,37906,8,0.34354399261361385,229.5873013403008
216,L02-1,1,distance_5_prime,37906,37906,8,0.34354399261361385,229.9308453329144
352,L02-3,1,distance_5_prime,37906,37906,8,0.34354399261361385,230.274389325528
236,L02-1,2,distance_5_prime,37907,37907,12,0.30678339548124334,230.58117272100924
305,L02-2,2,distance_5_prime,37908,37908,12,0.24324870620923317,230.82442142721848
375,L02-3,2,distance_5_prime,37909,37909,12,0.2824754072504679,231.10689683446896
1580,L07-4,2,distance_5_prime,38042,38042,12,0.34399365218590416,231.45089048665486
1022,L05-2,2,distance_5_prime,38050,38050,12,0.25286144344786493,231.70375193010273
1263,L06-2,2,distance_5_prime,38413,38413,12,0.23483477210956266,231.9385867022123
3753,L06-4,2,distance_3_prime,38484,38484,12,0.28746612154041323,232.2260528237527
1827,L09-1,2,distance_5_prime,38740,38740,12,0.522428650415129,232.74848147416782
1814,L09-1,1,distance_5_prime,38745,38745,8,0.4206600600942943,233.1691415342621
1894,L09-3,1,distance_5_prime,38745,38745,8,0.4206600600942943,233.5898015943564
1434,L07-1,2,distance_5_prime,38749,38749,12,0.35534436432219946,233.9451459586786
1779,L08-4,2,distance_5_prime,38749,38749,12,0.3647393811036593,234.30988533978226
1679,L08-2,2,distance_5_prime,38749,38749,12,0.3922076037943058,234.70209294357656
1635,L08-1,2,distance_5_prime,38749,38749,12,0.4764523975908306,235.1785453411674
1530,L07-3,2,distance_5_prime,38750,38750,12,0.3744130170120392,235.55295835817944
1733,L08-3,2,distance_5_prime,38750,38750,12,0.39345893557934924,235.9464172937588
1482,L07-2,2,distance_5_prime,38751,38751,12,0.3303141739481896,236.27673146770698
1566,L07-4,1,distance_5_prime,38752,38752,8,0.25998805793912233,236.5367195256461
1619,L08-1,1,distance_5_prime,38752,38752,8,0.2507658073392937,236.7874853329854
1516,L07-3,1,distance_5_prime,38752,38752,8,0.26283211574868104,237.0503174487341
1468,L07-2,1,distance_5_prime,38752,38752,8,0.26283211574868104,237.31314956448279
1664,L08-2,1,distance_5_prime,38752,38752,8,0.2507658073392937,237.56391537182208
1419,L07-1,1,distance_5_prime,38752,38752,8,0.26283211574868104,237.82674748757077
1718,L08-3,1,distance_5_prime,38752,38752,8,0.2507658073392937,238.07751329491006
1764,L08-4,1,distance_5_prime,38752,38752,8,0.2507658073392937,238.32827910224935
1909,L09-3,2,distance_5_prime,38754,38754,12,0.38711030755861,238.71538940980795
2130,L10-4,2,distance_5_prime,38889,38889,12,0.3749689647109681,239.09035837451893
3564,L06-1,2,distance_3_prime,39471,39471,12,0.38511768135173174,239.47547605587067
4270,L09-3,2,distance_3_prime,39597,39597,12,0.39553096063369664,239.87100701650436
3633,L06-2,2,distance_3_prime,39889,39889,12,0.24385817886336253,240.1148651953677
2235,L11-2,2,distance_5_prime,40172,40172,12,0.33310484361352805,240.44797003898125
4366,L10-1,2,distance_3_prime,40173,40173,12,0.4041403604665492,240.8521103994478
1262,L06-2,2,distance_5_prime,40238,40238,12,0.2459917621676147,241.09810216161543
2746,L02-3,2,distance_3_prime,40964,40964,12,0.305239457189801,241.40334161880523
119,L01-3,2,distance_5_prime,41031,41031,12,0.27860614315081633,241.68194776195605
853,L04-3,2,distance_5_prime,41037,41037,12,0.14688618083819655,241.82883394279426
3816,L07-1,2,distance_3_prime,41384,41384,12,0.3795084046842474,242.20834234747852
4113,L08-3,2,distance_3_prime,41385,41385,12,0.420214143198745,242.62855649067725
4014,L08-1,2,distance_3_prime,41385,41385,12,0.5088642926087518,243.13742078328602
4160,L08-4,2,distance_3_prime,41386,41386,12,0.38956112483821626,243.52698190812424
4059,L08-2,2,distance_3_prime,41386,41386,12,0.4188986526266779,243.9458805607509
4098,L08-3,1,distance_3_prime,41387,41387,8,0.26781700217669663,244.2136975629276
3896,L07-3,1,distance_3_prime,41387,41387,8,0.2807037772112578,244.49440134013884
3848,L07-2,1,distance_3_prime,41387,41387,8,0.2807037772112578,244.77510511735008
3999,L08-1,1,distance_3_prime,41387,41387,8,0.26781700217669663,245.04292211952676
3963,L07-4,2,distance_3_prime,41387,41387,12,0.37424071507854517,245.4171628346053
4044,L08-2,1,distance_3_prime,41387,41387,8,0.26781700217669663,245.684979836782
4144,L08-4,1,distance_3_prime,41387,41387,8,0.26781700217669663,245.95279683895868
3946,L07-4,1,distance_3_prime,41387,41387,8,0.2776663334518594,246.23046317241054
3799,L07-1,1,distance_3_prime,41387,41387,8,0.2807037772112578,246.51116694962178
3913,L07-3,2,distance_3_prime,41387,41387,12,0.39989242671167136,246.91105937633344
3864,L07-2,2,distance_3_prime,41389,41389,12,0.3528005301938432,247.26385990652727
600,L03-3,2,distance_5_prime,41468,41468,12,0.3459498541787605,247.60980976070604
1261,L06-2,2,distance_5_prime,41474,41474,12,0.25354794831104055,247.8633577090171
2749,L02-3,2,distance_3_prime,41503,41503,12,0.30925576583703523,248.17261347485413
2656,L02-2,1,distance_3_prime,41504,41504,8,0.3761528483468429,248.54876632320097
2792,L02-4,1,distance_3_prime,41504,41504,8,0.3761528483468429,248.9249191715478
2725,L02-3,1,distance_3_prime,41504,41504,8,0.3761528483468429,249.30107201989463
2610,L02-1,2,distance_3_prime,41504,41504,12,0.3358941104823258,249.63696613037695
2589,L02-1,1,distance_3_prime,41504,41504,8,0.3761528483468429,250.01311897872378
2817,L02-4,2,distance_3_prime,41505,41505,12,0.34655125627091754,250.3596702349947
74,L01-2,2,distance_5_prime,41507,41507,12,0.48593323935005195,250.84560347434476
3503,L05-4,2,distance_3_prime,41512,41512,12,0.23198934834028867,251.07759282268503
3466,L05-3,2,distance_3_prime,41648,41648,12,0.3523700810884937,251.42996290377351
1939,L09-4,1,distance_5_prime,41722,41722,8,0.49375001849106953,251.92371292226457
1889,L09-3,1,distance_5_prime,41722,41722,8,0.452981778997397,252.37669470126195
1853,L09-2,1,distance_5_prime,41722,41722,8,0.49375001849106953,252.870444719753
1809,L09-1,1,distance_5_prime,41722,41722,8,0.452981778997397,253.3234264987504
1951,L09-4,2,distance_5_prime,41722,41722,12,0.6555819477434679,253.97900844649385
1822,L09-1,2,distance_5_prime,41724,41724,12,0.5626694117171099,254.54167785821096
3403,L05-2,2,distance_3_prime,41756,41756,12,0.27748968285437703,254.81916754106533
1094,L05-3,2,distance_5_prime,41895,41895,12,0.3544598671533433,255.17362740821866
657,L03-4,2,distance_5_prime,41949,41949,12,0.3164330345356483,255.4900604427543
1370,L06-4,2,distance_5_prime,42114,42114,12,0.3145813388045152,255.80464178155881
2442,L01-2,2,distance_3_prime,42205,42205,12,0.4941049068053327,256.29874668836413
2493,L01-3,2,distance_3_prime,42206,42206,12,0.2865845550394422,256.5853312434036
2542,L01-4,2,distance_3_prime,42207,42207,12,0.42175895277233044,257.0070901961759
2388,L01-1,2,distance_3_prime,42207,42207,12,0.4084508859591682,257.41554108213506
2430,L01-2,1,distance_3_prime,42208,42208,8,0.44480509215837116,257.86034617429345
2374,L01-1,1,distance_3_prime,42208,42208,8,0.44480509215837116,258.30515126645184
2477,L01-3,1,distance_3_prime,42208,42208,8,0.44480509215837116,258.74995635861023
2531,L01-4,1,distance_3_prime,42208,42208,8,0.44480509215837116,259.1947614507686
2975,L03-3,2,distance_3_prime,42230,42230,12,0.3523068954849295,259.5470683462536
554,L03-2,2,distance_5_prime,42400,42400,12,0.32201879455605964,259.86908714080965
2819,L02-4,2,distance_3_prime,42440,42440,12,0.35435815723738684,260.22344529804707
4046,L08-2,2,distance_3_prime,42482,42482,12,0.4299920881671708,260.65343738621425
4031,L08-2,1,distance_3_prime,42482,42482,8,0.2749027928207028,260.92834017903493
3986,L08-1,1,distance_3_prime,42482,42482,8,0.2749027928207028,261.2032429718556
4085,L08-3,1,distance_3_prime,42482,42482,8,0.2749027928207028,261.4781457646763
4146,L08-4,2,distance_3_prime,42482,42482,12,0.3998776326626662,261.87802339733895
4131,L08-4,1,distance_3_prime,42482,42482,8,0.2749027928207028,262.15292619015963
4100,L08-3,2,distance_3_prime,42482,42482,12,0.4313528387427591,262.5842790289024
4001,L08-1,2,distance_3_prime,42483,42483,12,0.5223651502452,263.1066441791476
312,L02-2,2,distance_5_prime,42524,42524,12,0.2728687343790606,263.3795129135267
3023,L03-4,2,distance_3_prime,42681,42681,12,0.32195471517833574,263.701467628705
2189,L11-1,2,distance_5_prime,42735,42735,12,0.4560033505335689,264.1574709792386
179,L01-4,2,distance_5_prime,42796,42796,12,0.4276446120985773,264.58511559133717
3631,L06-2,2,distance_3_prime,42927,42927,12,0.26243074642301295,264.8475463377602
1982,L10-1,1,distance_5_prime,42946,42946,8,0.34283570293852333,265.19038204069875
2021,L10-2,1,distance_5_prime,42946,42946,8,0.34283570293852333,265.5332177436373
2119,L10-4,1,distance_5_prime,42946,42946,8,0.34283570293852333,265.87605344657584
2074,L10-3,1,distance_5_prime,42946,42946,8,0.34283570293852333,266.2188891495144
2040,L10-2,2,distance_5_prime,42946,42946,12,0.24498247789057764,266.46387162740496
2088,L10-3,2,distance_5_prime,42947,42947,12,0.36655639807932083,266.83042802548425
1994,L10-1,2,distance_5_prime,42947,42947,12,0.432046799117738,267.262474824602
2133,L10-4,2,distance_5_prime,42949,42949,12,0.41411561277922726,267.67659043738126
3620,L06-2,2,distance_3_prime,43375,43375,12,0.2651695582290443,267.9417599956103
3674,L06-3,1,distance_3_prime,43377,43377,8,0.4739574441350129,268.4157174397453
3609,L06-2,1,distance_3_prime,43377,43377,8,0.4739574441350129,268.88967488388033
3730,L06-4,1,distance_3_prime,43377,43377,8,0.4739574441350129,269.36363232801534
3554,L06-1,1,distance_3_prime,43377,43377,8,0.4739574441350129,269.83758977215035
3741,L06-4,2,distance_3_prime,43378,43378,12,0.3240231114276075,270.16161288357796
3569,L06-1,2,distance_3_prime,43379,43379,12,0.4232479516444167,270.5848608352224
120,L01-3,2,distance_5_prime,43555,43555,12,0.29574445090136253,270.88060528612374
3150,L04-2,2,distance_3_prime,43780,43780,12,0.3848159715914751,271.2654212577152
2923,L03-2,2,distance_3_prime,43982,43982,12,0.334033741088788,271.599454998804
